content,content_source,source_id,sentiment_label,auto_related
1.3T自动精英9.78万那款，,auto_home,19516,0,
4S店也是含糊其辞，不告诉你到底啥时候有，给人感觉好像上汽在做什么见不得人的事似的，偷偷摸摸的。,auto_home,3a7e9c135194657a2ca21aeaa52371e2_104,-1,
“这套加速器的核心根本就不是补气！！！原理都没搞清楚，也来玩盗版？！皮毛易学，精华难盗 ！”既然不是盗版，为啥说俺是山寨你们的东西？！ 逻辑混乱，自相矛盾！,auto_home,4c3d7d55283d93592470a54318330551_32,ns,
我提的就是这种的，全车影像有b格，也很实用。车多的时候根本不怕,auto_home,3b1694313114287e25ea2bbd85bafcb0_11,1,
博越之旅，真情无限,auto_home,3d436f8772a157f890211a4559112231_17,0,
比老款的好看些,auto_home,5facefc643f29e896c70fb314dcca691_13,1,
不知道说上汽荣威厂什么好了，手中的牌的确是最好的，但产品力一直做不上去,auto_home,62f66ccf91ec61e30881c17d0272d81c_4,-1,
首保的时候，看到底盘还蛮平整的，高度也可以，通过性没什么可担心的,auto_home,71bc9e5eb12ec73f6a31949439ec51ee_85,1,
这车就是车标不如德原朗,auto_home,701079c975c45a41ffeb9d2fedc2998c_4,cmp,
先说下为什么在众多车中选择了荣威RX5。首先让我感兴趣的就是肉馅的心脏1.5T的发动机，节油在同排量中还是有一定优势(工薪阶层代步工具还是要节约开支)。再有就是肉馅宽敞的空间表现太给力了，后排还可以全部放倒(这就不多说了大家都懂得)。本来今年都不打算换车的原来的旧车八年了但保养到位各方面都挺不错，但是主要就是这个但是发生了改变，由于才带宝宝，宝宝也在每天的成长，旧车(轿车)空间压抑感太大宝宝坐车也越来越爱哭闹回趟娘家仁寿途中都要停车休息四次。过年期间回娘家走人府坐车频繁宝宝一坐上旧车就哭闹不堪，唉！整得焦头烂额。加上父母也说旧车空间太小了人坐多点就挤的慌，坐久了还晕车。由于以上的种种立马决定换车，年一过完我就和父母去看车，由于毛爷爷有限还是集中在合资和国产车上，先去看了GS4但车内气味大空间表现也一般，然后是吉利博越外观不错内饰也耀眼，可后备箱太小了，后排又不能全放平，还有个最主要的就是油耗大。后来接到看了驭胜330，现代，JEEP等，在没看到肉馅得时候都打算订博越(订车周期太长)，看了肉馅有手动的一下就感兴趣了，宽敞的空间，全景的天窗，动力充分和节油的发动机(家用这个排量还是够了)爸妈感受了一下说不错于是二月二号就回德阳美威把车订了手旗(由于本人职业就是驾驶员所以钟爱手动，手动无肉车就看你给不给油)我不是专业技术人员所以不评价肉馅的双离合。话说回来运气还是不错订车第三天销售就打电话喊我去提车由于旧车还没卖所以先去把车验了，等到七号旧车脱手了下午就去把车提了由于上原牌照所以办了个临牌先跑着。不多说了上图……,auto_home,8685,cmp,
哈喽家我动感光波biu~biu~biu~今天写个作业记录我与生活点滴我家13款1.3AMT购入于13年3月6日，现在已经跑万公里，这是我媳妇人生中第一台车，虽然现在每年基本只跑个两千公里，但直静心呵护，停库吃细粮毫怠不懈，因为我他相遇源自我我媳妇爱情有时候想想其实这是台充满缺陷与乐趣，车外观个性，内饰漂亮盘，扎实缺点啦，也有变速箱换挡顿挫油离结合邋遢，油耗也很高。但我会直保留他因为这是台和我一样有个性有缺陷货色,auto_home,56b59065f1471a3d49ff69ba24a24090,1,
选择博越还是不错的，全国也没听有车友说过，买这车后悔了，就看过几年车的表显了！！,auto_home,40cc6560256a71eb97532b95403fd429_272,1,
外观和配置上选择i6,auto_home,4770f40f6c1b618262810dc3a9507dc9_131,1,
空调还是可以的，坐标宁波，天天40度,auto_home,5ae5bb5b80763f54e8c2623e4b8d0f05_17,1,
周六的北京刚被周五的大雨洗过，难得不晒也不算太热的好天气。接到汽车之家的通知，很荣幸的被邀请参加比亚迪e触即发 乐享未来的活动。在北京喜庆堂庄园，迎来了“e触即发 乐享未来”比亚迪新能源欢乐嘉年华。 其实对于消费者来说，礼品再多也只能是促进销售，真正打动大家的还是产品， 比亚迪新能源用实力圈粉。活动现场，各车型车主代表们讲述了他们心中的比亚迪。总体来说，大家对比亚迪的电池技术、续航、品质、外观做工，还有pm2.5绿净系统、独创的云服务系统等各种逆天的配置赞不绝口，VTOL移动电站技术，轻松实现对外放电，一家人的烧烤、照明、看电影，方便实用 真正的实力，经得起时间和口碑的检验。秦EV300时尚动感，黑科技武装，配置高广受消费者好评；性价比智选品质可靠，持久耐用，e5 300竞争力强，真正好的产品，市场会说话；专业级主流纯电SUV宋EV300全擎进享，开启新中产阶段新生活方式；全球品质超长续航纯电动车e6 400品质可靠、耐用，销量口碑双丰收。,auto_home,51d92ed26cc445b03097baae301a8451,1,
看到这辆无人驾驶的军用大唐，不得不说这牛逼，佩服比亚迪。,auto_home,6225e545f990592b314f4530bd92218c_14,1,
荣威350冷车或起步抖动可能是N2发动机支架问题，荣威350车抖动是通病，楼主可考虑更换支架。,auto_home,597fb3b32ab893604043dec0e36c1f77_48,-1,
足足等车100天啊，但后期是周周给销售打电话，油耗不稳定，路况好是9，不好就10，在糟糕就11甚至12了，平均10,auto_home,682560ad73f31a241be3fcf2448e7036_105,-1,
车里的空间很大,auto_home,7fc45bfe76b4d3d8b99fdc099aaa9577_100,1,
我就是广大排号队伍里比较倒霉的那个，一年半了都没有拿到，这一年就像是捧着人民币看着橱窗里的车车，但是有永远隔着一道玻璃。这感受真不好。 哥们知道我来看这车都说这车贵了，但是看到那块牌了没，这才是重点啊，贵的一点钱还真不一定能有牌照啊，再看图片的主角，这车还有那么点看头的，这车不是走精巧型的，车头还是挺厚的，不过真的挺耐看的，绕车看看，腰线也精神，隐约有些德系车的影子，车子尺寸也不小，空间应该也不小。 空间确实不错，内饰也看着很高档，大屏真挺大的，但是没激活也没机会玩。后座更宽了，但是中间座位怎么没头枕啊。下次我才去试驾的，关于混动版车我了解也不多，先说到这吧？,auto_home,38513ee1cda609ff727636be6d4e3d7a,1,
大灯漂亮，我喜欢的是这个。,auto_home,376576e1a5a96db82e6fbd1733e21850_13,1,
我是15款的，用药水洗过节气门，洗的不彻底，车身还是有点抖动，准备清洗一次油路，节气门拆洗，不知道完了需要重新匹配不？有经验的车友说哈,auto_home,1cf357884d7f2c4656623e2b37a578b2,-1,
昨天带朋友看RX5现在优惠多少？我这综合1万，最高可1.3，带店里上牌和保险!,auto_home,8f5beb4a40d833683764b9a821620a00,0,
接车也有一段时间了。一直忙于工作，今天才把我的爱车开出来给大家见见。 每次开到上班的地方，同事都说外观和内饰很好看，都问我配置怎么样。我都自信回答配置很好！ 车身4719，在同等性价比的车内，帝豪GL的车身算最长的。就因为车身长，所以车内的空间还是比较大的。座上去也不挤。 门上也是皮质的，摸上去也很柔滑。 正当今天休假出来玩。在本地的一处旅游景区小三峡遇见吉利博越，就忍不住开张合影。吉利汽车发展历史跟上的步伐。 吉利汽车价格也不高，真的是造中国人的车，造老百姓买的起的车。 买车不久，就让朋友给我在网上选牌照，看到这么多好牌照。让我睡不着觉吃不下饭。 这是我的侄女，今天开上新车带她出来游玩。这小家伙还真调皮??调皮??????。 再来张合照，是不是很帅呀。嘿嘿 看她，真配合。还嚷嚷叫我天天带她出来玩。现在有车了也比较方便，去哪都不是事。 看她开心的。??????。,auto_home,10c56b9c64f3e375336da3d7ed3ea4ad,1,
吉利车就这质量，既然买了将就着开吧。努力搬砖换车别再买吉利了,auto_home,2b0c1019a24997ea1aa3ce6d8270a6f9_15,-1,
买来保养维修便宜！不信你搜一搜汽车零整比！MG6和荣威550用的配件一样！只要不出大事故！开到地球爆炸！没问题！,auto_home,2ff015114416c11dbe51a06183c3b576_9,1,
真的太他妈坑了。。。买的时候一点优惠都没有。我是贷款买的。贷两年，一共下来我算了算一共花费14.5万,auto_home,50447fbd4aba5bc908111145a5be632c_7,0,
搞不懂，我一切正常，反正你就去修，修不好就让4儿子换车,auto_home,6738243e7708d1eca858259b9ef01ee2_2,-1,
与传祺GS8，博越相比，rx5性能还是很不赖,auto_home,388e61269bd58ab45bf7c95b7ad5bab2_9,cmp,
你要自己查一下你们当地的网约车政策看是否符合要求；I6目前还没有进入滴滴后台车库，不能用I6注册，可以选择荣威品牌下的其它车型代为注册，如350、360、550、750、950，都可以，个人建议用950代注册，350、360都比 I6小，550、750已经停产（也许会影响I6实用年限）,auto_home,5ace4fe256026902ab9ffd8fa9a15851_4,0,
侄儿放暑假了，这次期末语数外（四年级）三科都过了90分，小舅子答应给他的话要兑现了，这么热的天，骄阳似火，外出旅游自己开车还是要方便些，其实买车计划他们也早就有了，只是想等到暑期车市淡季有优惠再出手。此前来店里试驾过，最后看中了的新H6 2.0智尚型，除了3000购置税补贴外，还有其他优惠（具体政策我就不宣传了）。此前看车试驾时留了电话并下了定金，15日接到电话说车子到了，让我们16日去提车，当天上午我和小舅子、弟妹、侄子一起来4S店提车，大太阳，真TM热！,auto_home,342b858f17dfb9c5d3ad7a47e24f5372,0,
赶紧让E-motion量产版本和我们见面好了。,auto_home,4ea580b08714356dc9a3d627ec04157f_15,0,
6000公里17年三月提的，没啥问题，越来越喜欢,auto_home,39928f9bbc9620fa2545a2d2745c18f2_16,1,
GL油耗在7.8左右，朗行的要好比较低，在6.5个吧，手动挡也相对省油一些。,auto_home,1722fdc6009afd205f0f5ce8ccfd9b20_102,cmp,
我的550前几天刚换过空调滤芯，还清洗了空调出风口，这几天天热打开空调竟然只有风没有冷气呢！不知道什么原因。,auto_home,7076e9d8daace78f977bd1148807424d,-1,
不要踩离合马上挂挡,auto_home,39cbc1dca2f3b4ce8cfb5449d22582ee_3,0,
话说550怎么样，驾驶质感怎么样...毕竟好几年了...会不会变拖拉机...我现在的力帆就变拖拉机了，还有伙计的一个江淮同悦也感觉不咋地...但是550比较贵...应该会好些吧...隔音咋样...高速就不说了，就在市区或者郊区里跑个六七十的隔音是什么个水平呢...,auto_home,7d1450a02edf20f7ea8a6d42c42950fd_1,-1,
自己动手为博越补漆和博越的几处细节,auto_home,4d5ba14e967c1f5c0c7ae654a72c4e5b_87,0,
谢谢，我去试一试。这个怠速电机是不是要拆下来才看得出脏不脏？,auto_home,4b9fa3b063a54fb71752e97ac8ae600f_11,0,
南京rx5手动最好能优惠多少,auto_home,77e4d1f88a13ceb975e6b7201fc26b3d_14,0,
倒车灯是不是只有一个？,auto_home,9440,0,
我也纠结过，有钱就上途安,auto_home,9164,ns,
原厂件装的。还有一种结果便宜二千。里面有部分品牌件,auto_home,72a88696ae9b750b1b24435ba85f1cdc_3,0,
名爵ZS皮实耐造超级无敌赞，确实是的呢。,auto_home,d9049df57161b25f0326c4bcfda38450_180,1,
油耗不错啊 比老款好多 能接受的范围内,auto_home,5d4a4f88ef8934a5c1aed8275dc3bb7a_6,1,
"车子很不错,一眼看上去就觉得很赞.",auto_home,186d9336cc386f2b12a5612aca780971_12,1,
博越安全又温馨，日常生活中必不可少啊,auto_home,7ade04495fa4937025cd05c525ee5b9d_23,1,
不要断章取义嘛，少冷嘲热讽奇瑞这种踏实造车的企业,auto_home,3af8c8161f21281522a39ebddb7ebae8_66,0,
工地上年轻工长买的旗舰自动版，我其实也关注了很久了，他居然先买了，叫我试驾了一下，这车双离合起步顿挫感的确是个问题，颜值包括内饰对于国产车这个价位不错了，还有就是论坛反应开启天窗异响没有，估计个别车主运气不好，方向盘转向很轻盈，还有就是吐槽荣威雾灯都不标配，十几万的车连雾灯都舍不得配一个，真小气，我看情况等这小伙再开开看，没啥大问题再考虑买不买，文采不好大家见谅,auto_home,5742716099da2e7699feb1eb5b03864c,1,
胎压，减震器上方和下方压力轴承。,auto_home,64a16ec3dca6ee124f6240e916af1b28_2,0,
车友的手动博越真真不错啊，油耗表现也很棒。博越值得拥有,auto_home,3c4a186d2521483fa2750f602a3a096c_83,1,
有些怀疑你的改装反而造成高反。我在5200米离道无路的地方长时间单车越野，地球上没有人越野有超过我的恶劣 条件了，我的W5没有任何高反，有涡轮增压反而增加空气稀薄地带的进气量，好于自吸车辆。 大排量自吸在高原缺空气时，实际是靠加大油耗量来补偿缺氧动力不足，浪费了很多未燃烧完全的汽油，污染了空气，动力也不如平原。,auto_home,56917013a1e896bdaa4565d302dd293b_21,0,
&nbsp;&nbsp;斟酌了三个多月，终于在昨天定下心了。买车也要看缘分呢，销售顾问是个小姑娘，非常不错，为了价格来来回回跑了很多趟。最后总体来说都很满意。而且提车的时候又给我拿了不少东西。&nbsp;&nbsp;开始用车的时候是六个多一点油，现在的话是7.8个油。想多来说比之前的车都很省油。就是除了减震有点瑕疵之外，其他的都非常不错。因为车款式非常大，所以适应了几天。现在熟悉了不少。&nbsp;&nbsp;建议大家出去买车的时候可以放下防备，这样得到的服务一定是双倍的&nbsp;&nbsp;整车最吸引人的地方我觉得还是大屏，远程控制，语音控制。带朋友出去玩我就用他们，非常给力！全景天窗，手动开启还有档位！太酷了,auto_home,2a85d389c41badf42222eb89c412c646,1,
在郴州国道都变成两节了～要是高速不成渣渣了！现在摊上大事了传祺,auto_home,348e0461537abb81c9a71fbf696ac128_44,-1,
现在都比上B级车了，不比思域了吗。13，14万的车连个后排中央头枕都没有，座位还不能4，6放倒，真是吊啊。,auto_home,24202,ns,
真的感觉空间挺足的,auto_home,7419dbe931374d3ac2341c0241b4340c_88,1,
博越油耗更高 ，不会比6的2.0省油，双离合比AT节油些,auto_home,18ef8f8dc5befac152e07a418361b7dd_3,-1,
好吃 好玩 好景 好车  赞 记得回帖  “小博瑞大空间——带给你不一样的用车感受(申精)” 谢谢,auto_home,5486981d17e9d39d26bd9629b415e3ac_30,1,
你要跪舔荣威人家鸟不鸟你还另说哈哈,auto_home,19180,ns,
我们老三到底是什么发动机，一直以来感觉马力相当可以，但是上一次换发动机修车师傅说，这款发动机设计不合理，水道和进气歧管交界设计不合理太近，是不是这样？,auto_home,4f01cc013820deecf93b97892692eb99,-1,
你这个颜色可是我最钟爱的哟，可惜没有等到,auto_home,29f4445632f379be81db5994000affde_15,1,
另一种可能也许是用于双龙主席的上汽版——荣威R95上，现在上汽手上技术储备和资源很多，不太好判断。,auto_home,39c66231160d91ec30b667166fbcacd7_206,0,
发动机的机脚架换一下，完美解决 论坛里很多人换的,auto_home,51f17cf8f954a5ce0040c5e253e91dc2_4,,0.0
能不能细致描述一下怎么加 加在卡扣哪里啊？ 门板你会拆不 不想去4S 找了几次都服务不好,auto_home,ef4e2b473a2eddc3e60f47ce07ede730_21,-1,
H1虽然小但真的是代步最好的选择了,auto_home,20b088ff368d32f60543e2a4e2c2424c_59,1,
我是先敲章，然后再订车的。毕竟心里没底啊,auto_home,4058c69aae2f97c95ab5b241254854c3_59,0,
为什么在你们眼里他们是在互搏？我搞不懂你们为什么这么说？只是走的路线不一样，在上汽内部根本没这个说法！,auto_home,71a64460b58364830b20cc9dbd78bdf6_3,0,
秦这款车的市场反应还是相当不错的，用车也相当的经济。个人更喜欢秦这款车。仅供参考,auto_home,3d98f427308b6f03fc919c0f2339b1ef_13,1,
档位我倒没发现异响，关键我才提车一天就出现倒车影像黑屏我是不是应该找4儿子了,auto_home,7503ba56a0e3bb39cdd8854b3956e3e4_7,-1,
口哨声是正常的声音吗？对日常使用有影响吗？我的不知道没注意还是没有。。只要没毛病就无所谓。发动机还有声音呢。。,auto_home,24999,0,
我的也是钛铂金智慧,auto_home,43e4b9ee9b5a140608be57291b4c4735_12,0,
除了油耗，目前一切满意,auto_home,7bdb3a6b2ef77cf129821a7cf6432b2e_8,1,
你的变速箱震动解决了吗？朋友,auto_home,13197ff2509abec21175514ce2626ff1_12,0,
车子不错，帖子也不错,auto_home,26391,1,
我喜欢红色，我等了三个多月。,auto_home,50f0dcca8e187536ea00c4f81a6d931b_42,0,
博越是好车，除了油耗高点，储物空间不足，其他真不错,auto_home,61a72975a57148eaeac9a10c8716c4ba_13,1,
补充一下：这款车子支持远程APP启动发动机，和远程APP打开车门功能，请问为什么不能支持远程APP关闭车窗和打开车窗呢？哪怕长按锁门或者开门遥控也行啊，这些功能在传统的汽车上面都有的，为什么号称互联网汽车的RX5就没有呢？另外后排的充电插座盖子怎么会设计成这样，而且还没有USB接口，很容易一脚踩没了啊！,auto_home,703e701774dcc66265a98a2a1fa1ffa1_1,-1,
都说是17款的拉，不过我车子问题好多，被销售坑了，给的库存车,auto_home,367306e0e04ffdd98f481995fb4b6846_4,-1,
采纳的答案什么鬼   车门异响去4S涂膜静音油，最近厂家出的解决方案,auto_home,3d49a13f03090d34940a54ea70ad71bb_11,0,
我这也有一辆老三，10年的，4W公里 1.4手动的,auto_home,e7d67a60b631cc7d800a67769cb42aa0_15,0,
开车要的就是动态加速，油门响应快，动力随叫随到，紧急并线干脆。,auto_home,4fb7c772522e5a40d8c242728ac7e548_982,1,
荣威的话，肯定选省油，耐用的喽。推荐普利司通绿歌伴~~,auto_home,6b7be513f40a2984e4f446a5d8a6c1fd_9,1,
车美，人美，景美！都美呆了,auto_home,27c1c91231a7a3050cc0d4ccbd396e60_3,1,
各方面性能都很卓越，是首选车型,auto_home,a7b0b148239dcab4aa3de6e14e260170_15,1,
绝对性价比超高的车，生活确实因此而改变,auto_home,3798dc5cd5ddf3ba88e6bdc4eae53caf_54,1,
混动版的eRX5已经上市了，有人发了提车贴的，你可以搜一下。RX5 EV纯电动的，还没有上市。,auto_home,343,0,
我试驾的时候就感觉到了，这车减震很硬，但过弯侧倾很小，这回换国产车就是因为国产车毛病很少，真有毛病也不是那种致命的，这点还是非常可靠的。,auto_home,8636,1,
不知道的还以为这车只有白色，看到论坛提的全是白车。终于有个不一样的，还是金色高端大气上档次！,auto_home,1e0e0b9c428f5471bdca64e07d21c266_4,1,
没有看到一辆灰色，灰色哪有啊。我最中意的颜色。,auto_home,65dfbb5cc7339f712bfb022c6177def2_4,,0.0
真是挺值的！  车子稀有 银色更加稀有  还银色外观大赞 动力配置也不比新出的中级车差 况且现在的车是一年比一年简配  楼主留着开到报废吧  这个价格买到的好车再转手就是亏了,auto_home,6a8bee9bf41547f6d71ee7f57ef48c26_103,1,
这车上高速胎噪大了点！越野车嘛悬挂硬正常！没有大众途观地盘厚重感！,auto_home,55fcae6bf0a599bfb6d04a301f63e2ab_68,-1,
在汽车之家闲逛，突然gs让我眼前亮，便决定去4s店看看，看到它庐山真面目之后我便深深爱上它帅气外形 完美配置  规整内饰……让我喜爱，毅然决然的就交了定金，三个月的漫长等待，终于让我等到你 最后总结下感受，就是大爱咯，无论是动力，外观，内饰，油耗，都符合我心里的那个它,auto_home,5fea29b7ec27dd5eb567cf5a5d0e1a6f,1,
遥控钥匙离开车3米自动锁车,auto_home,5f54724e8b343de7049a68bd647625ef_3,0,
想超车时提前一点时间给油,auto_home,e3ff186fb2e5a97b767439b881a03c60_31,0,
然后4s店会对你说，请拿出外面修车厂的合格资质证明，,auto_home,b20684d6b532eddc58d6dfeb103bb380_2,0,
你的车腐蚀的情况和我的一样，我的比你还要严重。不错，防范于未然,auto_home,3d9db6da2483330331b0b184dcd84ebb_1,0,
我现在的中控很不好用，不好开锁及锁车，我想自己加装一套中控锁，可是车车自带的有中控防盗，报警的时候必须用原车遥控解锁，不知道哪位师兄知道怎么自己加装中控，而且不用以前的遥控解锁啊！,auto_home,7d422d4351f0c484d52eaece4d6a4c5d,,0.0
我的今天空调也坏了 真他奶奶的垃圾 空调不出风了 不晓得什么原因,auto_home,7d858705f373f6c25e983f2ec6af9215_12,-1,
吉利是我们自主品牌的希望，博越是我们的骄傲,auto_home,1f24ec9945815acfcb8d47599f89d10f_238,1,
方向盘套接缝咋歪的，看着不爽,auto_home,4ba80f0b4065979fb826496a928249f3_47,-1,
带刹车啊？刹车盘变形?,auto_home,323b1ef4b55ad6f438a1e34863462433_2,0,
博越的外观我很喜欢，锐利大气，辨识度极高。,auto_home,28f3090f4ce7e06a05af67595e812580_114,1,
有一点是必须赞赏的，名爵ZS空间足够大很拉轰哇。,auto_home,d9049df57161b25f0326c4bcfda38450_181,1,
都这样，刹车盘太硬，跑跑再看吧，我的也响,auto_home,7911437893d831baf35c1312ae1d8a5e_2,-1,
发动机打火时有咔咔的声音就赶快去检查，我的就是一直拖着没去。,auto_home,1d1f9ad342943f98938ef5fafe755158_5,-1,
做做保养，清进气道、节气门、打打吊瓶，加点燃油添加剂就得了，再不行换车吧，这车只能代步，激情不了咯,auto_home,22144b70369e08c086fcff65dbc0fcc1_6,0,
只换了油，滤芯可以考虑跟换，油底壳不用,auto_home,7e2de4485ac1cb9d6fb84309c81c4768_11,0,
有问题可别找4S店，4S店是黑社会，我也是i6车主无奈啊,auto_home,1857cc68188a9b38740f69b1cc946c21_123,-1,
超车加速初段2秒左右很肉，不过可以用换挡拨片超车，超过了再切换自动挡，但总有点不方便。,auto_home,311b8a4a95ae82b4f10d2dd8cc652721_1,-1,
高颜值，内饰也比较好。大全景天窗好吸引人，斑马系统好用，可以通过手机操作上锁解锁或者不用带车钥匙开车这个很爽。,auto_home,7fedd2e8defc771521a6b24cd9ea9c6d_30,1,
兄弟，新款全系都是标配LED大灯，除了入门的丐版外！,auto_home,22290,0,
博越，值得拥有，天津车友虫子前来支持,auto_home,1c16adefa50bcf4e701be364330164fe_93,1,
2.0的也不错,auto_home,7ab2aaf6943517c559ede0bbddd78e8a_178,1,
别怀疑，是真博越，博越手动都异响顿挫啊！,auto_home,43d881f69008aac061d7f0ed81ce96a6_16,-1,
"博世9.1系统的锅，博越不背。 40码,ABS完全启动介入！",auto_home,148ebd0ffeb43ad44830b2ba6b6f40bd_25,ns,
不贵，换个led的，200-400多都有，马叔叔家有卖！装逼又帅气，,auto_home,15766,1,
新款博越有消息吗？什么时候出？,auto_home,1a16682f86a545a0665980de5514c97b_124,0,
我四月的新车也是佳通,auto_home,16660,0,
买车的打算已经产生两个月了，今天终于迈出了第二步——去4S店实地考察。看了好多车型，对比来对比去还是觉得荣威EI6不错，虽说是国产吧！但在配置上丝毫不比合资差，尤其是车的配置，性能，动力方面，与同级别车型相比不能说比同级别车型高吧，但也是数一数二的。像是yunos系统，虽说已经在荣威EI6，荣威i6车型上出现过，但功能听说很强大。除此之外，在动力方面，还搭载了“绿芯”新能源科技，在节油方面也是不用说。额~对了，还有两点，一是旋钮式换挡，二是液晶仪表盘，总而言之，不到二十万能入手这样一车型，我觉得蛮划算，只是没能试驾，想问问坛中有试驾的吗？我想听听你们的切身感受。,auto_home,582930af98899b4dd6e7ec770571eac4,1,
只统计投诉次数不分析投诉类型意义不大，像博越那个很多投诉是不能按时交车,auto_home,42b6e7177051c0e6a1cb3536c78b28bb_5,0,
受广州车友会副会长林总毒害，纠结多日终于下手（搞了个团购，优惠了不少）。由于我的是自豪不需要安装胎压监测，所以更换过程非常简单，下面放点图与车友们共享，希望能帮助到大家（高手路过，忽踩）。  总结一下：换了这款安卓中控后，操控性要比原车好很多很多，音质也有较大的提升（高音清晰，中音宽广，低音有力）。最方便的是可以语音控制导航，只要说出目的地，她就会帮你规划好路线自动弹出导航界面。装了微信后可以边开车边听群聊了，也可以象手机一样点按朋友发来的位置自动弹出高德导航。自带内置的记录仪可玩性也挺高的，有车距感应提醒，有压线预警等等。手机同屏玩王者荣耀。 时间匆忙，还有很多功能没玩透。等过段时间出个使用教程。,auto_home,23e7d4073aa54d814f3e7baa86904ffd,1,
底盘确实比较低。 管线直接暴露在外，不太好。,auto_home,60599fde97e163aede332eb52ef0bf17_4,-1,
博越确实油耗高,auto_home,5bff5466dab62cdff0a710089107be80_9,-1,
胎噪怎么样，地盘噪音么,auto_home,6613bde36f132e29fb16d31b70ab0023_10,0,
确定不是轮胎，恩恩恩的响，发动机或者地盘大发出的，方向盘有点震动,auto_home,63f0a36f0d6485125437cde13b073153_3,-1,
哥们你车优惠多少钱提的,auto_home,2a086d09b686c2de5998d6d7a1868a7b_12,0,
它拥有良好的通过性，舒适的乘坐环境，优异的安全性，可以适应各种路况环境,auto_home,255eb169b16f6579fbba87b8ba23a585_15,1,
给zs上的操控什么的说一下的话，实力真的比合资了。,auto_home,db0b5dffa12051db55af2a7035d8f060_143,1,
LZ你车窗装饰条是包边的吧？多少M拿下的,auto_home,26ab955f4d7e16514bd4b9a7f698f8dc_95,0,
我现在基本就是 起步慢深踩， 3000转松一下在踩， 基本都是 3000转+ 以上切档。 如果超车的话， S 手动 4000+ 拨片换。。 烧气。。。。 按照百分比来算的话 烧油100% 烧气70% 烧气加点火提前器85% 只能这么给你分析了！,auto_home,3751eae6a2cd2e93e8b82138e32c2312_27,0,
油耗确实高，我表哥就说油耗很高，今天开了350多公里，遭了43个油,auto_home,32cd4df0b8b2b0b5e5862b3c8af5fd80_8,-1,
反正我是会选互联版，大屏的功能就不说了，18寸轮圈，雾灯，侧气囊，全景天窗（互联版送）都是旗舰版没有的,auto_home,6516dcd9d1a664e78ceadc714e0ca160_5,1,
身边的朋友陆陆续续买了车，自己装逼的心情也日益膨胀，每当看见别人在朋友圈晒开车出去旅游的照片，心里躁动的狠呀，有买车的想法有一年多了，天天被身边的朋友洗脑。。。一次偶然的机会被路边停着的一辆吉利车子外观吸引，就在网上搜了一下，慢慢的开始了研究帝豪GL这款车，所谓情人眼里出西施，越看越喜欢，价格配置都适合现在追求装逼的我，在经过慎重考虑之后，与老婆达成共识，去四儿子店看车！！！！在店内销售的甜言蜜语攻击下，差点就一次下定，最后还是老婆理智，价格方面还想压价，留了电话给四儿子说回家商量下，第二天销售就打电话邀再次看车，电话里压了下价，后面还是挡不住装逼的心态去了店里，经过一段砍价后终于下定决心把车子定下来了，不得不佩服做销售的洗脑功力，其实嘴巴说干了，价格也没什么优惠。。。。经过半个多月的漫长等待，终于来了我的大GG废话不多说，上图实在,auto_home,1f3c0ed201a3e6bade28aaf0742637a5,1,
楼主是爱车之人,auto_home,3eba6fba3673dfae91e83ab830ecc9e5_16,0,
加热功能下雨天起的话ZS就非常安全了。,auto_home,7ca55d92742d4e861400f68d74a1ffad_59,1,
检查了，没有漏水的痕迹，加满防冻液，过不了3天就没水了！,auto_home,7b3947deea67dbe2f9590a4c21ba0d5d,-1,
站在车子上的霸气，,auto_home,1bb9eb332e796196e39feecec20c1783_6,1,
卖不好主要问题集中在 1、手动档配置差了些。 2、自动档干式的都怕质量问题。 3、应该全系用独立悬挂系统。 4、相比较其他国产的价格偏高。性价比不高。,auto_home,62f66ccf91ec61e30881c17d0272d81c_16,-1,
回头我也试一试，车门的那种吱钮吱钮的响声还是挺烦人的,auto_home,7539871a0fe9178810a9ced78810a0c1_164,-1,
所以说啊，rx5买的真不便宜。。。,auto_home,7967,0,
现在很多人都在说新能源汽车的问题，也有各种的质疑和吐糟，其实，买车就是看个人啊，你喜欢就买啊，不喜欢就忽视，没有什么大不了的吧，为什么一次次的疯了一样的黑国产车？？   有这么多的新能源汽车，合资的，进口的，还有我们国产的，相比合资进口的高价，还是蛮认可国产的合理的价位的车，而且配置也不比他们差的多吧。     相比合资和进口还有同级车，我还是比较看重的是荣威i6，品牌品质都很好，配置和科技性能也非常的有力度，更关键这款车有支付宝的接入啊这个也是非常的有好感度的，另外主要是价格能接受，看网上的口碑似乎也不错我就想买ei6了，其他你们随便吧，自己适合就好，其他无所谓。,auto_home,be3b13eda0d92dd2897fa0a36d3255a0,1,
博越油耗也很高,auto_home,787c27a1cf52a760781bcd50fab15c75_11,-1,
